Id,SalePrice
1461,123506.3266402488
1462,157814.5905728762
1463,182461.2198298418
1464,183854.21805209998
1465,193968.54575512346
1466,173007.17309383955
1467,178850.5624428127
1468,167132.2801460921
1469,185966.19124184246
1470,126215.74747512146
1471,202161.29542583623
1472,99302.0871695871
1473,95964.58176772973
1474,149284.9505914768
1475,118754.26516648011
1476,392199.03781078476
1477,257167.78619886306
1478,291176.3715232059
1479,285397.352810811
1480,469533.5345103211
1481,317738.7605847063
1482,212034.67533869075
1483,172497.50679084333
1484,171094.50031085772
1485,179153.01238747887
1486,196362.5241924897
1487,374018.1426888592
1488,233797.7342836271
1489,217052.38305606518
1490,215449.64033160068
1491,197499.52506331805
1492,88781.22599071224
1493,196376.1779903649
1494,292608.9825517436
1495,287248.39251149294
1496,232680.63111105686
1497,187603.50318972155
1498,162519.59793108059
1499,163130.9325301012
1500,156162.04844604954
1501,176456.59539432268
1502,153148.71092929572
1503,320882.78066369385
1504,242484.31410114854
1505,218161.00973266625
1506,178100.7222573193
1507,243644.84962234084
1508,202261.03010713248
1509,155725.50425650395
1510,149887.59362666513
1511,151231.62174514364
1512,171094.96475529205
1513,141317.8982447343
1514,160212.43287947576
1515,192836.1745763131
1516,147473.86476860347
1517,161948.63662720344
1518,123593.80034232
1519,222490.60406578792
1520,130167.73322830522
1521,138605.17327952932
1522,161394.5221705632
1523,107646.34982321273
1524,120070.74223090915
1525,124077.4322265531
1526,112911.22744776639
1527,109745.79236482565
1528,127153.2884886279
1529,148426.5384518641
1530,169287.82556202624
1531,107753.7820133889
1532,106829.87583646268
1533,145235.68937110042
1534,125862.59340536372
1535,152008.98104374748
1536,108147.01520296905
1537,68980.78343452231
1538,159719.99328013408
1539,211933.04577665188
1540,96522.23798780981
1541,134677.34834023222
1542,135705.65133194803
1543,188808.74109053903
1544,77966.37206568154
1545,111063.103782778
1546,129524.51214454112
1547,134837.87994899275
1548,129606.03041664822
1549,120138.323651466
1550,142606.98534042688
1551,114634.86624019485
1552,140529.08515198313
1553,147426.67760108202
1554,112467.87593091353
1555,165089.8200110835
1556,79835.01162984483
1557,106811.97948116699
1558,93567.52050461616
1559,100174.75742769275
1560,140832.6039067506
1561,117785.2383625712
1562,128490.64286657755
1563,118723.03029854302
1564,169094.83492228796
1565,144234.7896452622
1566,236812.38135542866
1567,76650.77786472754
1568,237304.29601380628
1569,143334.37913798212
1570,137342.96765824687
1571,120962.51126293783
1572,146513.2748424847
1573,269382.3947141329
1574,125456.43719708885
1575,225401.11594508926
1576,223137.78744193347
1577,200480.9707433867
1578,150850.70198016558
1579,139958.57966206735
1580,196167.3709931865
1581,154481.77622753027
1582,127045.30901575641
1583,331020.2996014174
1584,226435.00091359747
1585,141860.15159597076
1586,70800.93194922195
1587,103167.6127908218
1588,156570.1212939807
1589,98341.49138000693
1590,135682.25964645945
1591,93290.04420418169
1592,122727.47616284067
1593,131726.4042509362
1594,161817.6324536674
1595,111635.65599110673
1596,224666.6046183254
1597,186885.586802883
1598,205183.82370779396
1599,187313.7010804797
1600,181687.44878853683
1601,76161.27981708542
1602,117907.95758365758
1603,94537.57629425202
1604,282206.52602081216
1605,243891.38660590342
1606,160716.33184734016
1607,170873.43878964902
1608,215940.0326350779
1609,200065.1062137417
1610,150802.9507808041
1611,141111.43850338215
1612,166963.76810668426
1613,161080.17698059508
1614,128725.22527451816
1615,91616.26386342297
1616,76233.82750993199
1617,90026.96240257617
1618,119724.6525212808
1619,140314.0750656454
1620,153415.84411268405
1621,134079.2182590625
1622,143038.34115633843
1623,283141.9373498345
1624,212150.3020962165
1625,115693.27498051831
1626,158938.46019254698
1627,182691.19840167012
1628,280532.1543876164
1629,176788.97223757667
1630,391155.68176361435
1631,221227.36756221871
1632,236117.34247662753
1633,166049.61408026406
1634,186028.5485729404
1635,180305.40733916278
1636,155758.74022028205
1637,192818.36173494227
1638,203873.8821409201
1639,178864.78892662248
1640,256295.6487852689
1641,175743.7089854113
1642,227334.12671963277
1643,229775.6163091559
1644,224474.94444993057
1645,205503.9692396032
1646,157636.47615769008
1647,152548.9286079232
1648,130312.62830093037
1649,139019.0105281592
1650,118428.01381501977
1651,116394.40942973646
1652,97660.87874579868
1653,102577.19492839374
1654,148735.46903131757
1655,147359.6149179546
1656,145406.84887041806
1657,146269.71593234228
1658,152540.89208706463
1659,119249.07602493331
1660,155810.08768217033
1661,452090.81005595345
1662,402508.80152468005
1663,410109.13736936083
1664,422926.1005150804
1665,329431.72017870774
1666,319753.4669585764
1667,409588.70472649287
1668,342308.4521617461
1669,295996.9570939066
1670,349505.83555419825
1671,244251.3865560444
1672,445245.63317952806
1673,284540.8124735448
1674,236443.7176404091
1675,179791.47968147878
1676,180846.27987168435
1677,211676.57438606038
1678,426722.5548687142
1679,412252.0966592639
1680,325092.93443414127
1681,271952.0669561092
1682,310097.3333580359
1683,173199.32260261115
1684,176033.78384343968
1685,174500.81271480254
1686,175831.1802783433
1687,167697.57562770948
1688,189754.03156123104
1689,193641.2949131156
1690,196108.6938057464
1691,186988.70908075996
1692,273523.97619787196
1693,166396.17752667685
1694,182746.98984363826
1695,166976.94287942364
1696,278283.13278889656
1697,165485.47184501306
1698,351487.92508029705
1699,317883.0599702173
1700,245412.05296415905
1701,268820.7176429114
1702,256108.8276644699
1703,249588.680056445
1704,284425.1398639827
1705,235568.80788721502
1706,403523.27767843264
1707,222960.1960563949
1708,211692.16240578715
1709,274719.0919561948
1710,219288.12117447602
1711,255440.15869175992
1712,272433.27546016977
1713,267051.82746531523
1714,217170.22109075848
1715,204633.90214251427
1716,191066.3963910473
1717,176246.22406796995
1718,136994.87142899932
1719,202551.97244873497
1720,240870.14403059575
1721,165344.65998030637
1722,128746.36896474278
1723,149658.33683701028
1724,233166.2095111609
1725,245516.75279735838
1726,190088.0277298178
1727,158130.11334513975
1728,171096.6813611336
1729,162182.64073623208
1730,150819.092052314
1731,123858.68714884519
